,price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus_furnished,furnishingstatus_semi-furnished,furnishingstatus_unfurnished
292,3710000,3584,2,1,1,1,0,0,1,0,0,0,0,1,0
233,2940000,5850,3,1,2,1,0,1,0,0,1,0,0,0,1
30,4550000,5360,3,1,2,1,0,0,0,0,2,1,0,0,1
488,8080940,7000,3,2,4,1,0,0,0,1,2,0,1,0,0
372,3500000,2135,3,2,2,0,0,0,0,0,0,0,0,0,1
462,2660000,2800,3,1,1,1,0,0,0,0,0,0,0,0,1
117,4200000,5040,3,1,2,1,0,1,0,1,0,0,0,0,1
357,4830000,4815,2,1,1,1,0,0,0,1,0,1,0,1,0
346,7700000,6480,3,2,4,1,0,0,0,1,2,0,0,0,1
14,1750000,3850,3,1,2,1,0,0,0,0,0,0,0,0,1
434,1750000,3620,2,1,1,1,0,0,0,0,0,0,0,0,1
369,4165000,4080,3,1,2,1,0,0,0,0,2,0,0,1,0
75,11410000,7420,4,1,2,1,1,1,0,1,2,0,1,0,0
503,4200000,3640,3,2,2,1,0,1,0,0,0,0,0,0,1
56,4305000,10360,2,1,1,1,0,0,0,0,1,1,0,1,0
256,6230000,6600,3,2,1,1,0,1,0,1,0,1,0,0,1
537,4025000,3630,3,2,2,1,0,0,1,0,2,0,0,1,0
351,3605000,4500,2,1,1,1,0,0,0,0,0,0,0,1,0
335,5740000,6360,3,1,1,1,1,1,0,1,2,1,1,0,0
433,8400000,7475,3,2,4,1,0,0,0,1,2,0,0,0,1
538,7875000,6550,3,1,2,1,0,1,0,1,0,1,1,0,0
277,5229000,7085,3,1,1,1,1,1,0,0,2,1,0,1,0
131,6475000,3960,3,1,1,1,0,1,0,0,2,0,0,1,0
529,5600000,10500,2,1,1,1,0,0,0,0,1,0,0,1,0
456,2450000,3210,3,1,2,1,0,1,0,0,0,0,0,0,1
7,3710000,4050,2,1,1,1,0,0,0,0,0,0,1,0,0
315,4200000,2747,4,2,2,0,0,0,0,0,0,0,0,1,0
411,4585000,3840,3,1,2,1,0,0,0,0,1,1,0,1,0
155,7035000,6360,4,2,3,1,0,0,0,1,2,1,1,0,0
267,6510000,6670,3,1,3,1,0,1,0,0,0,1,0,0,1
489,12250000,9960,3,2,2,1,0,1,0,0,2,1,0,1,0
527,2520000,3000,2,1,2,1,0,0,0,0,0,0,1,0,0
17,5250000,4260,4,1,2,1,0,1,0,1,0,0,1,0,0
298,4550000,3640,3,1,2,1,0,0,0,1,0,0,1,0,0
111,8960000,8500,3,2,4,1,0,0,0,1,7,0,1,0,0
402,5040000,7600,4,1,2,1,0,0,0,1,2,0,1,0,0
388,3920000,7260,3,2,1,1,1,1,0,0,3,0,1,0,0
68,5530000,3650,3,2,2,1,0,0,0,0,2,0,0,1,0
303,3920000,3816,2,1,1,1,0,1,0,1,2,0,1,0,0
312,3143000,4500,3,1,2,1,0,0,0,1,0,0,0,0,1
381,8645000,4560,3,2,2,1,1,1,0,1,1,0,1,0,0
533,3290000,3792,4,1,2,1,0,0,0,0,0,0,0,1,0
5,5495000,7980,3,1,1,1,0,0,0,0,2,0,0,1,0
143,6650000,6500,3,2,3,1,0,0,0,1,0,1,1,0,0
415,2870000,3630,2,1,1,1,0,0,0,0,0,0,0,0,1
412,2450000,3000,2,1,1,1,0,0,0,0,1,0,0,0,1
478,2275000,3970,3,1,2,1,0,1,0,0,0,0,0,0,1
306,5110000,11410,2,1,2,1,0,0,0,0,0,1,1,0,0
27,3500000,7424,3,1,1,0,0,0,0,0,0,0,0,0,1
291,6020000,8000,3,1,1,1,1,1,0,1,2,1,0,1,0
171,4200000,4000,4,2,2,0,0,0,0,0,0,0,0,1,0
457,6090000,8372,3,1,3,1,0,0,0,1,2,0,0,0,1
446,4200000,4079,3,1,3,1,0,0,0,0,0,0,0,1,0
286,2940000,3600,3,1,2,0,0,0,0,0,1,0,0,0,1
360,2520000,3180,3,1,1,0,0,0,0,0,0,0,0,0,1
421,3500000,3036,3,1,2,1,0,1,0,0,0,0,0,1,0
224,5215000,4500,4,2,1,0,0,1,0,1,2,0,0,1,0
466,7350000,6000,3,2,2,1,1,0,0,1,1,0,0,1,0
481,6930000,13200,2,1,1,1,0,1,1,0,1,0,1,0,0
342,5880000,6500,3,2,3,1,0,0,0,1,0,0,0,0,1
4,8855000,6420,3,2,2,1,0,0,0,1,1,1,0,1,0
78,6265000,6000,4,1,3,1,1,1,0,0,0,1,0,0,1
309,9240000,3500,4,2,2,1,0,0,1,0,2,0,1,0,0
300,3605000,4000,2,1,1,1,0,0,0,0,0,1,0,1,0
485,7455000,4300,3,2,2,1,0,1,0,0,1,0,0,0,1
340,3325000,4040,2,1,1,1,0,0,0,0,1,0,0,0,1
164,3633000,3520,3,1,1,1,0,0,0,0,2,1,0,0,1
321,3885000,3180,4,2,2,1,0,0,0,0,0,0,1,0,0
262,4410000,4900,2,1,2,1,0,1,0,0,0,0,0,1,0
92,2450000,4840,2,1,2,1,0,0,0,0,0,0,0,0,1
197,8575000,8800,3,2,2,1,0,0,0,1,2,0,1,0,0
47,6755000,6000,4,2,4,1,0,0,0,1,0,0,0,0,1
275,5873000,11460,3,1,3,1,0,0,0,0,2,1,0,1,0
288,2940000,6615,3,1,2,1,0,0,0,0,0,0,0,1,0
343,3150000,6750,2,1,1,1,0,0,0,0,0,0,0,1,0
101,6440000,5000,3,1,2,1,0,0,0,1,0,0,0,1,0
427,3500000,3650,3,1,2,1,0,0,0,0,0,0,0,0,1
308,3010000,3750,3,1,2,1,0,0,0,0,0,0,0,0,1
285,3360000,3720,2,1,1,0,0,0,0,1,0,0,0,0,1
265,3780000,8400,2,1,1,1,0,0,0,0,1,0,1,0,0
189,4277000,3400,3,1,2,1,0,1,0,0,2,1,0,1,0
385,8295000,4880,4,2,2,1,0,0,0,1,1,1,1,0,0
211,6160000,4500,3,1,4,1,0,0,0,1,0,0,0,0,1
45,3360000,3185,2,1,1,1,0,1,0,0,2,0,1,0,0
314,3850000,5300,5,2,2,1,0,0,0,0,0,0,0,1,0
403,5950000,7231,3,1,2,1,1,1,0,1,0,1,0,1,0
192,4690000,4320,3,1,1,1,0,0,0,0,0,1,0,1,0
299,5600000,5000,3,1,4,1,0,0,0,0,0,0,1,0,0
186,6650000,6420,3,2,3,1,0,0,0,1,0,1,1,0,0
128,3850000,4080,2,1,1,1,0,0,0,0,0,0,0,1,0
228,3640000,4130,3,2,2,1,0,0,0,0,2,0,0,1,0
36,4270000,7770,2,1,1,1,0,0,0,0,1,0,1,0,0
199,4235000,2787,3,1,1,1,0,1,0,0,0,1,1,0,0
397,4123000,6060,2,1,1,1,0,1,0,0,1,0,0,1,0
62,4165000,4046,3,1,2,1,0,1,0,0,1,0,0,1,0
174,7525000,6000,3,2,4,1,0,0,0,1,1,0,1,0,0
