,price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus_furnished,furnishingstatus_semi-furnished,furnishingstatus_unfurnished
329,5810000,5828,4,1,4,1,1,0,0,0,0,0,0,1,0
404,3360000,3100,3,1,2,0,0,1,0,0,0,0,0,1,0
274,6440000,8580,5,3,2,1,0,0,0,0,2,0,1,0,0
406,4200000,7000,3,1,1,1,0,0,0,0,3,0,1,0,0
158,3535000,3850,3,1,1,1,0,0,0,0,2,0,0,0,1
227,5145000,3410,3,1,2,0,0,0,0,1,0,0,0,1,0
93,4830000,4160,3,1,3,1,0,0,0,0,0,0,0,0,1
398,3325000,4775,4,1,2,1,0,0,0,0,0,0,0,0,1
499,5250000,9800,4,2,2,1,1,0,0,0,2,0,0,1,0
153,6293000,6600,3,2,3,1,0,0,0,1,0,1,0,0,1
163,7350000,6000,4,2,4,1,1,0,0,1,1,0,1,0,0
94,3150000,3450,1,1,1,1,0,0,0,0,0,0,1,0,0
532,2450000,3500,2,1,1,1,1,0,0,0,0,0,0,0,1
42,4690000,6000,2,1,1,1,0,1,0,1,1,0,1,0,0
22,8680000,7155,3,2,1,1,1,1,0,1,2,0,0,0,1
136,3290000,5880,3,1,1,1,0,0,0,0,1,0,0,0,1
176,7070000,8880,2,1,1,1,0,0,0,1,1,0,0,1,0
258,3773000,8250,3,1,1,1,0,0,0,0,2,0,1,0,0
107,9240000,7800,3,2,2,1,0,0,0,0,0,1,0,1,0
54,2730000,4000,3,1,2,1,0,0,0,0,1,0,0,0,1
222,3010000,3630,4,1,2,1,0,0,0,0,3,0,0,1,0
320,2520000,2880,3,1,1,0,0,0,0,0,0,0,0,0,1
321,3885000,3180,4,2,2,1,0,0,0,0,0,0,1,0,0
377,5250000,8520,3,1,1,1,0,0,0,1,2,0,1,0,0
431,6629000,6000,3,1,2,1,0,0,1,0,1,1,0,1,0
474,3150000,9000,3,1,2,1,0,0,0,0,2,0,0,1,0
544,4340000,1905,5,1,2,0,0,1,0,0,0,0,0,1,0
412,2450000,3000,2,1,1,1,0,0,0,0,1,0,0,0,1
204,6510000,3760,3,1,2,1,0,0,1,0,2,0,0,1,0
36,4270000,7770,2,1,1,1,0,0,0,0,1,0,1,0,0
75,11410000,7420,4,1,2,1,1,1,0,1,2,0,1,0,0
425,7210000,6000,3,2,4,1,1,0,0,1,1,0,1,0,0
379,3332000,2145,3,1,2,1,0,1,0,0,0,1,1,0,0
390,3920000,8080,3,1,1,1,0,0,0,1,2,0,0,1,0
282,3465000,3060,3,1,1,1,0,0,0,0,0,0,0,0,1
264,4893000,3420,4,2,2,1,0,1,0,1,2,0,0,1,0
284,3360000,3750,3,1,1,1,0,0,0,0,0,0,0,0,1
393,4200000,2325,3,1,2,0,0,0,0,0,0,0,0,1,0
366,5250000,8400,3,1,2,1,1,1,0,1,2,1,0,0,1
216,3430000,1950,3,2,2,1,0,1,0,0,0,1,0,0,1
233,2940000,5850,3,1,2,1,0,1,0,0,1,0,0,0,1
473,4620000,3880,3,2,2,1,0,1,0,0,2,0,0,1,0
522,6650000,4040,3,1,2,1,0,1,1,0,1,0,1,0,0
49,5110000,3000,3,2,2,1,1,1,0,0,0,0,1,0,0
141,4970000,7686,3,1,1,1,1,1,1,0,0,0,0,1,0
34,3290000,2145,3,1,2,1,0,1,0,0,0,1,1,0,0
491,4130000,4632,4,1,2,1,0,0,0,1,0,0,0,1,0
189,4277000,3400,3,1,2,1,0,1,0,0,2,1,0,1,0
148,6160000,5450,4,2,1,1,0,1,0,1,0,1,0,1,0
171,4200000,4000,4,2,2,0,0,0,0,0,0,0,0,1,0
488,8080940,7000,3,2,4,1,0,0,0,1,2,0,1,0,0
422,4270000,4500,2,1,1,1,0,0,0,1,2,0,1,0,0
281,5243000,6050,3,1,1,1,0,1,0,0,0,1,0,1,0
116,5740000,5400,4,2,2,1,0,0,0,1,2,0,0,0,1
535,6090000,6615,4,2,2,1,1,0,1,0,1,0,0,1,0
322,7560000,6000,3,2,3,1,0,0,0,1,0,0,0,1,0
280,3255000,3930,2,1,1,0,0,0,0,0,0,0,0,0,1
17,5250000,4260,4,1,2,1,0,1,0,1,0,0,1,0,0
484,8463000,6000,3,2,4,1,1,1,0,1,0,1,0,1,0
38,3780000,3420,2,1,2,1,0,0,1,0,1,0,0,1,0
423,5565000,4400,4,1,2,1,0,0,0,1,2,1,0,1,0
272,3710000,4040,2,1,1,1,0,0,0,0,0,0,0,1,0
104,3395000,4785,3,1,2,1,1,1,0,1,1,0,1,0,0
26,4620000,2870,2,1,2,1,1,1,0,0,0,1,0,1,0
255,3220000,4320,3,1,1,0,0,0,0,0,1,0,0,0,1
61,4585000,4000,3,1,2,1,0,0,0,0,1,0,1,0,0
266,8400000,8875,3,1,1,1,0,0,0,0,1,0,0,1,0
408,3780000,3600,2,1,1,1,0,0,0,0,0,0,0,1,0
162,3710000,3600,3,1,1,1,0,0,0,0,1,0,0,0,1
113,4200000,5500,3,1,2,1,0,0,0,1,0,0,0,0,1
386,2345000,3640,2,1,1,1,0,0,0,0,0,0,0,0,1
91,3150000,3500,2,1,1,0,0,1,0,0,0,0,0,1,0
439,7350000,5150,3,2,4,1,0,0,0,1,2,0,0,1,0
347,3990000,4050,2,1,2,1,1,1,0,0,0,1,0,0,1
520,3710000,6020,3,1,1,1,0,0,0,0,0,0,0,1,0
268,4900000,5400,4,1,2,1,0,0,0,0,0,0,0,1,0
103,3500000,5880,2,1,1,1,0,0,0,0,0,0,0,0,1
492,3234000,3640,4,1,2,1,0,1,0,0,0,0,0,0,1
145,6615000,10500,3,2,1,1,0,1,0,1,1,1,1,0,0
331,5950000,6420,3,1,1,1,0,1,0,1,0,1,1,0,0
64,3395000,3640,2,1,1,1,0,0,0,0,0,0,1,0,0
402,5040000,7600,4,1,2,1,0,0,0,1,2,0,1,0,0
24,4270000,6360,2,1,2,1,0,0,0,0,0,0,0,0,1
415,2870000,3630,2,1,1,1,0,0,0,0,0,0,0,0,1
166,9870000,8100,4,1,2,1,1,1,0,1,2,1,1,0,0
212,3570000,4500,4,2,2,1,0,1,0,0,2,0,1,0,0
6,6300000,7200,3,2,1,1,0,1,0,1,3,0,0,1,0
238,6405000,4800,3,2,4,1,1,0,0,1,0,0,1,0,0
411,4585000,3840,3,1,2,1,0,0,0,0,1,1,0,1,0
508,3290000,4040,2,1,1,1,0,0,0,0,0,0,0,0,1
111,8960000,8500,3,2,4,1,0,0,0,1,7,0,1,0,0
449,3430000,3850,3,1,1,1,0,0,0,0,0,0,0,0,1
51,4935000,5948,3,1,2,1,0,0,0,1,0,0,0,1,0
261,7420000,7440,3,2,1,1,1,1,0,1,0,1,0,1,0
471,2660000,3934,2,1,1,1,0,0,0,0,0,0,0,0,1
251,6790000,4000,3,2,2,1,0,1,0,1,0,1,0,1,0
