,price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus_furnished,furnishingstatus_semi-furnished,furnishingstatus_unfurnished
306,5110000,11410,2,1,2,1,0,0,0,0,0,1,1,0,0
34,3290000,2145,3,1,2,1,0,1,0,0,0,1,1,0,0
471,2660000,3934,2,1,1,1,0,0,0,0,0,0,0,0,1
11,6090000,6600,3,1,1,1,1,1,0,0,2,1,0,1,0
331,5950000,6420,3,1,1,1,0,1,0,1,0,1,1,0,0
339,2835000,4350,3,1,2,0,0,0,1,0,1,0,0,0,1
63,4480000,4510,4,1,2,1,0,0,0,1,2,0,0,1,0
192,4690000,4320,3,1,1,1,0,0,0,0,0,1,0,1,0
387,3395000,3450,3,1,1,1,0,1,0,0,2,0,0,0,1
204,6510000,3760,3,1,2,1,0,0,1,0,2,0,0,1,0
167,2660000,2430,3,1,1,0,0,0,0,0,0,0,0,0,1
534,3500000,7350,2,1,1,1,0,0,0,0,1,0,0,1,0
125,4907000,4200,3,1,2,1,0,0,0,0,1,0,1,0,0
436,8645000,8050,3,1,1,1,1,1,0,1,1,0,1,0,0
111,8960000,8500,3,2,4,1,0,0,0,1,7,0,1,0,0
427,3500000,3650,3,1,2,1,0,0,0,0,0,0,0,0,1
393,4200000,2325,3,1,2,0,0,0,0,0,0,0,0,1,0
319,7980000,9000,4,2,4,1,0,0,0,1,2,0,1,0,0
33,3290000,2500,2,1,1,0,0,0,0,1,0,0,0,0,1
344,8890000,4600,3,2,2,1,1,0,0,1,2,0,1,0,0
491,4130000,4632,4,1,2,1,0,0,0,1,0,0,0,1,0
87,3360000,4750,2,1,1,1,0,0,0,0,0,0,0,0,1
438,6083000,9620,3,1,1,1,0,1,0,0,2,1,1,0,0
355,4830000,6040,3,1,1,1,0,0,0,0,2,1,0,1,0
80,4007500,3460,4,1,2,1,0,0,0,1,0,0,0,1,0
346,7700000,6480,3,2,4,1,0,0,0,1,2,0,0,0,1
257,5530000,6100,3,2,1,1,0,1,0,0,2,1,1,0,0
399,4690000,5400,2,1,2,1,0,0,0,0,0,1,0,1,0
233,2940000,5850,3,1,2,1,0,1,0,0,1,0,0,0,1
43,3640000,3000,2,1,2,1,0,0,0,1,0,0,1,0,0
265,3780000,8400,2,1,1,1,0,0,0,0,1,0,1,0,0
328,6650000,5700,3,1,1,1,1,1,0,1,2,1,1,0,0
464,1820000,3000,2,1,1,1,0,1,0,0,2,0,0,0,1
505,4200000,5850,2,1,1,1,1,1,0,0,2,0,0,1,0
333,5495000,2817,4,2,2,0,1,1,0,0,1,0,1,0,0
213,3150000,3986,2,2,1,0,1,1,0,0,1,0,0,0,1
108,4200000,4600,3,2,2,1,0,0,0,1,1,0,0,1,0
422,4270000,4500,2,1,1,1,0,0,0,1,2,0,1,0,0
528,2660000,3630,3,3,2,0,1,0,0,0,0,0,0,0,1
382,5600000,4700,4,1,2,1,1,1,0,1,1,0,1,0,0
300,3605000,4000,2,1,1,1,0,0,0,0,0,1,0,1,0
205,7910000,6000,4,2,4,1,0,0,0,1,1,0,0,1,0
208,5075000,5720,2,1,2,1,0,0,0,1,0,1,0,0,1
338,4270000,6360,2,1,1,1,0,0,0,0,0,0,1,0,0
116,5740000,5400,4,2,2,1,0,0,0,1,2,0,0,0,1
349,3773000,2520,5,2,1,0,0,1,0,1,1,0,1,0,0
391,5530000,3300,3,3,2,1,0,1,0,0,0,0,0,1,0
290,6300000,4100,3,2,3,1,0,0,0,1,2,0,0,1,0
435,3255000,4500,2,1,1,0,0,0,0,0,0,0,0,1,0
143,6650000,6500,3,2,3,1,0,0,0,1,0,1,1,0,0
315,4200000,2747,4,2,2,0,0,0,0,0,0,0,0,1,0
395,3675000,3630,2,1,1,1,0,0,0,1,0,0,0,0,1
501,4753000,6440,2,1,1,1,0,0,0,1,3,0,0,1,0
481,6930000,13200,2,1,1,1,0,1,1,0,1,0,1,0,0
76,3780000,5830,2,1,1,1,0,0,0,0,2,0,0,0,1
98,4305000,4400,2,1,1,1,0,0,0,0,1,0,0,1,0
93,4830000,4160,3,1,3,1,0,0,0,0,0,0,0,0,1
345,4613000,4510,4,2,2,1,0,1,0,0,0,0,0,1,0
56,4305000,10360,2,1,1,1,0,0,0,0,1,1,0,1,0
9,7962500,6000,3,1,4,1,1,0,0,1,2,0,0,0,1
527,2520000,3000,2,1,2,1,0,0,0,0,0,0,1,0,0
372,3500000,2135,3,2,2,0,0,0,0,0,0,0,0,0,1
150,5803000,7000,3,1,1,1,0,1,0,0,2,1,0,1,0
336,4900000,6300,3,1,1,1,0,0,0,1,2,0,0,1,0
91,3150000,3500,2,1,1,0,0,1,0,0,0,0,0,1,0
390,3920000,8080,3,1,1,1,0,0,0,1,2,0,0,1,0
288,2940000,6615,3,1,2,1,0,0,0,0,0,0,0,1,0
221,3290000,6060,3,1,1,1,1,1,0,0,0,0,1,0,0
524,4620000,5010,3,1,2,1,0,1,0,0,0,0,0,1,0
507,4200000,2953,3,1,2,1,0,1,0,1,0,0,0,0,1
244,1960000,3420,5,1,2,0,0,0,0,0,0,0,0,0,1
238,6405000,4800,3,2,4,1,1,0,0,1,0,0,1,0,0
368,9310000,6550,4,2,2,1,0,0,0,1,1,1,0,1,0
264,4893000,3420,4,2,2,1,0,1,0,1,2,0,0,1,0
431,6629000,6000,3,1,2,1,0,0,1,0,1,1,0,1,0
343,3150000,6750,2,1,1,1,0,0,0,0,0,0,0,1,0
113,4200000,5500,3,1,2,1,0,0,0,1,0,0,0,0,1
51,4935000,5948,3,1,2,1,0,0,0,1,0,0,0,1,0
472,4543000,4990,4,2,2,1,1,1,0,0,0,1,1,0,0
68,5530000,3650,3,2,2,1,0,0,0,0,2,0,0,1,0
544,4340000,1905,5,1,2,0,0,1,0,0,0,0,0,1,0
275,5873000,11460,3,1,3,1,0,0,0,0,2,1,0,1,0
342,5880000,6500,3,2,3,1,0,0,0,1,0,0,0,0,1
220,5873000,5500,3,1,3,1,1,0,0,1,1,0,1,0,0
469,6475000,7410,3,1,1,1,1,1,0,1,2,1,0,0,1
254,5040000,6600,3,1,1,1,1,1,0,0,0,1,1,0,0
144,4956000,2800,3,2,2,0,0,1,0,1,1,0,0,1,0
411,4585000,3840,3,1,2,1,0,0,0,0,1,1,0,1,0
247,3500000,3480,3,1,1,0,0,0,0,1,0,0,0,0,1
536,5033000,4800,2,1,1,1,1,1,0,0,0,0,0,1,0
475,5775000,6000,3,2,4,1,0,0,0,1,0,0,0,0,1
248,4480000,8250,3,1,1,1,0,0,0,0,0,0,1,0,0
521,9100000,6600,4,2,2,1,1,1,0,1,1,1,0,0,1
154,2100000,2400,3,1,2,1,0,0,0,0,0,0,0,0,1
503,4200000,3640,3,2,2,1,0,1,0,0,0,0,0,0,1
46,2100000,3000,4,1,2,1,0,0,0,0,0,0,0,0,1
