,price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus_furnished,furnishingstatus_semi-furnished,furnishingstatus_unfurnished
251,6790000,4000,3,2,2,1,0,1,0,1,0,1,0,1,0
249,5215000,3180,3,2,2,1,0,0,0,0,2,0,0,1,0
280,3255000,3930,2,1,1,0,0,0,0,0,0,0,0,0,1
252,4550000,5320,3,1,2,1,1,1,0,0,0,1,0,1,0
5,5495000,7980,3,1,1,1,0,0,0,0,2,0,0,1,0
64,3395000,3640,2,1,1,1,0,0,0,0,0,0,1,0,0
413,2800000,3960,3,1,1,1,0,0,0,0,0,0,1,0,0
138,4403000,4920,3,1,2,1,0,0,0,0,1,0,0,1,0
282,3465000,3060,3,1,1,1,0,0,0,0,0,0,0,0,1
511,2870000,3040,2,1,1,0,0,0,0,0,0,0,0,0,1
61,4585000,4000,3,1,2,1,0,0,0,0,1,0,1,0,0
53,5740000,5800,3,2,4,1,0,0,0,1,0,0,0,0,1
0,2590000,3600,2,1,1,1,0,0,0,0,0,0,0,0,1
222,3010000,3630,4,1,2,1,0,0,0,0,3,0,0,1,0
343,3150000,6750,2,1,1,1,0,0,0,0,0,0,0,1,0
293,4550000,3760,3,1,1,1,0,0,0,0,2,0,0,1,0
184,8540000,6540,4,2,2,1,1,1,0,1,2,1,1,0,0
475,5775000,6000,3,2,4,1,0,0,0,1,0,0,0,0,1
120,9800000,13200,3,1,2,1,0,1,0,1,2,1,1,0,0
533,3290000,3792,4,1,2,1,0,0,0,0,0,0,0,1,0
172,4319000,4032,2,1,1,1,0,1,0,0,0,0,1,0,0
489,12250000,9960,3,2,2,1,0,1,0,0,2,1,0,1,0
179,4200000,4410,2,1,1,0,0,0,0,0,1,0,0,0,1
106,2380000,2475,3,1,2,1,0,0,0,0,0,0,1,0,0
325,6860000,6000,3,1,1,1,0,0,0,1,1,0,1,0,0
290,6300000,4100,3,2,3,1,0,0,0,1,2,0,0,1,0
168,4025000,3460,3,2,1,1,0,1,0,1,1,0,1,0,0
270,3920000,3000,3,1,2,1,0,0,0,0,0,0,0,1,0
176,7070000,8880,2,1,1,1,0,0,0,1,1,0,0,1,0
247,3500000,3480,3,1,1,0,0,0,0,1,0,0,0,0,1
404,3360000,3100,3,1,2,0,0,1,0,0,0,0,0,1,0
202,2940000,3480,3,1,2,0,0,0,0,0,1,0,0,1,0
146,4473000,3510,3,1,2,1,0,0,0,0,0,0,0,1,0
540,3080000,4960,2,1,1,1,0,1,0,1,0,0,0,0,1
401,3780000,4820,3,1,2,1,0,0,0,0,0,0,0,1,0
497,2485000,4400,3,1,2,1,0,0,0,0,0,0,0,0,1
453,5250000,6540,4,2,2,0,0,0,0,1,0,0,0,1,0
303,3920000,3816,2,1,1,1,0,1,0,1,2,0,1,0,0
154,2100000,2400,3,1,2,1,0,0,0,0,0,0,0,0,1
72,4900000,6720,3,1,1,1,0,0,0,0,0,0,0,0,1
219,1855000,2990,2,1,1,0,0,0,0,0,1,0,0,0,1
139,4098500,3600,3,1,1,1,0,1,0,1,0,1,1,0,0
218,2695000,4000,2,1,1,1,0,0,0,0,0,0,0,0,1
424,6580000,6000,3,2,4,1,0,0,0,1,0,0,0,1,0
19,3745000,3480,2,1,1,1,0,0,0,0,0,1,0,1,0
264,4893000,3420,4,2,2,1,0,1,0,1,2,0,0,1,0
109,6300000,6400,3,1,1,1,1,1,0,1,1,1,0,1,0
309,9240000,3500,4,2,2,1,0,0,1,0,2,0,1,0,0
180,6083000,4300,6,2,2,1,0,0,0,0,0,0,1,0,0
33,3290000,2500,2,1,1,0,0,0,0,1,0,0,0,0,1
302,4900000,2970,3,1,3,1,0,0,0,0,0,0,0,1,0
457,6090000,8372,3,1,3,1,0,0,0,1,2,0,0,0,1
86,4193000,8250,3,1,1,1,0,1,0,0,3,0,0,1,0
462,2660000,2800,3,1,1,1,0,0,0,0,0,0,0,0,1
54,2730000,4000,3,1,2,1,0,0,0,0,1,0,0,0,1
32,6685000,6600,2,2,4,1,0,1,0,0,0,1,1,0,0
228,3640000,4130,3,2,2,1,0,0,0,0,2,0,0,1,0
241,4270000,2175,3,1,2,0,1,1,0,1,0,0,0,0,1
349,3773000,2520,5,2,1,0,0,1,0,1,1,0,1,0,0
359,8400000,7950,5,2,2,1,0,1,1,0,2,0,0,0,1
498,3010000,2835,2,1,1,1,0,0,0,0,0,0,0,1,0
175,2730000,6800,2,1,1,1,0,0,0,0,0,0,0,0,1
36,4270000,7770,2,1,1,1,0,0,0,0,1,0,1,0,0
182,2975000,4352,4,1,2,0,0,0,0,0,1,0,0,0,1
307,5040000,3540,2,1,1,0,1,1,0,0,0,0,0,1,0
192,4690000,4320,3,1,1,1,0,0,0,0,0,1,0,1,0
516,4900000,3000,3,1,2,1,0,1,0,1,0,0,0,1,0
531,5880000,7160,3,1,1,1,0,1,0,0,2,1,0,0,1
351,3605000,4500,2,1,1,1,0,0,0,0,0,0,0,1,0
245,4340000,4500,3,2,3,1,0,0,1,0,1,0,1,0,0
434,1750000,3620,2,1,1,1,0,0,0,0,0,0,0,0,1
17,5250000,4260,4,1,2,1,0,1,0,1,0,0,1,0,0
190,7350000,6000,3,1,2,1,0,0,0,1,1,0,0,0,1
459,3703000,3120,3,1,2,0,0,1,1,0,0,0,0,1,0
283,2450000,7700,2,1,1,1,0,0,0,0,0,0,0,0,1
3,4095000,4040,2,1,2,1,0,0,0,0,1,0,0,1,0
340,3325000,4040,2,1,1,1,0,0,0,0,1,0,0,0,1
427,3500000,3650,3,1,2,1,0,0,0,0,0,0,0,0,1
127,4515000,9860,3,1,1,1,0,0,0,0,0,0,0,1,0
142,3129000,5495,3,1,1,1,0,1,0,0,0,0,0,0,1
238,6405000,4800,3,2,4,1,1,0,0,1,0,0,1,0,0
377,5250000,8520,3,1,1,1,0,0,0,1,2,0,1,0,0
483,3773000,6930,4,1,2,0,0,0,0,0,1,0,1,0,0
215,5285000,4600,2,2,1,1,0,0,0,1,2,0,0,1,0
102,5460000,6210,4,1,4,1,1,0,0,1,0,0,1,0,0
315,4200000,2747,4,2,2,0,0,0,0,0,0,0,0,1,0
301,10850000,7500,3,3,1,1,0,1,0,1,2,1,0,1,0
528,2660000,3630,3,3,2,0,1,0,0,0,0,0,0,0,1
196,3465000,5320,2,1,1,1,0,0,0,0,1,1,0,0,1
40,4193000,3450,3,1,2,1,0,0,0,0,1,0,0,1,0
386,2345000,3640,2,1,1,1,0,0,0,0,0,0,0,0,1
42,4690000,6000,2,1,1,1,0,1,0,1,1,0,1,0,0
329,5810000,5828,4,1,4,1,1,0,0,0,0,0,0,1,0
422,4270000,4500,2,1,1,1,0,0,0,1,2,0,1,0,0
234,4445000,3750,2,1,1,1,1,1,0,0,0,0,0,1,0
395,3675000,3630,2,1,1,1,0,0,0,1,0,0,0,0,1
